Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person search,2020-12-15T19:49:00+00:00,FALSE,,51.325274,-0.536595,Female,18-24,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,White,,Anything to threaten or harm anyone,Arrest,FALSE,
Person search,2020-12-15T23:05:00+00:00,FALSE,,51.370229,-0.48998,Male,,Other ethnic group - Not stated,White,,Controlled drugs,Community resolution,TRUE,
Person search,2020-12-15T23:05:00+00:00,FALSE,,51.387309,-0.469513,Male,18-24,Other ethnic group - Not stated,White,,Controlled drugs,Community resolution,TRUE,
Person search,2020-12-16T01:55:00+00:00,FALSE,,51.363858,-0.532867,Male,25-34,Other ethnic group - Not stated,White,,Controlled drugs,A no further action disposal,TRUE,
Person search,2020-12-16T01:55:00+00:00,FALSE,,51.363858,-0.532867,Male,18-24,White - Any other White background,White,,Controlled drugs,Community resolution,FALSE,
Person search,2020-12-16T02:44:00+00:00,FALSE,,51.318566,-0.556928,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,A no further action disposal,FALSE,
Person search,2020-12-16T04:30:00+00:00,FALSE,,51.298501,-0.071929,Male,18-24,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,,Offensive weapons,Arrest,FALSE,
Person search,2020-12-16T04:30:00+00:00,FALSE,,51.299016,-0.072639,Male,18-24,Other ethnic group - Not stated,Black,,Article for use in theft,Arrest,FALSE,
Person and Vehicle search,2020-12-16T04:35:00+00:00,FALSE,,51.301185,-0.073294,Male,18-24,Black/African/Caribbean/Black British - African,Black,,Anything to threaten or harm anyone,A no further action disposal,,
Person search,2020-12-16T12:02:00+00:00,FALSE,,51.354772,-0.244887,Male,over 34,White - Any other White background,White,,Stolen goods,A no further action disposal,FALSE,
Person search,2020-12-16T17:45:00+00:00,FALSE,,51.378268,-0.528886,Male,over 34,White - Any other White background,White,,Article for use in theft,A no further action disposal,FALSE,
Person search,2020-12-16T20:25:00+00:00,FALSE,,51.439306,-0.480107,Male,over 34,Other ethnic group - Not stated,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-16T20:25:00+00:00,FALSE,,51.423194,-0.447991,Male,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,TRUE,
Person search,2020-12-16T20:40:00+00:00,FALSE,,51.377996,-0.524397,Male,over 34,White - Any other White background,White,,Article for use in theft,Arrest,TRUE,
Person search,2020-12-16T20:55:00+00:00,FALSE,,51.436073,-0.468042,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-16T22:35:00+00:00,FALSE,,51.239503,-0.576622,Male,,White - Any other White background,White,,Controlled drugs,Arrest,TRUE,
Person search,2020-12-16T22:55:00+00:00,FALSE,,51.262433,-0.083587,Female,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-17T01:47:00+00:00,FALSE,,51.332918,-0.412987,Male,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,White,,Articles for use in criminal damage,Community resolution,TRUE,
Person search,2020-12-17T10:40:00+00:00,FALSE,,51.34006,-0.538235,Male,25-34,Other ethnic group - Not stated,White,,Article for use in theft,A no further action disposal,FALSE,
Person search,2020-12-17T10:45:00+00:00,FALSE,,51.34006,-0.538235,Male,18-24,Other ethnic group - Any other ethnic group,White,,Stolen goods,A no further action disposal,FALSE,
Person search,2020-12-17T11:20:00+00:00,FALSE,,51.43556,-0.392067,Female,over 34,Other ethnic group - Not stated,White,,Article for use in theft,A no further action disposal,FALSE,
Person search,2020-12-17T14:30:00+00:00,FALSE,,51.340724,-0.259221,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Caution (simple or conditional),TRUE,
Person search,2020-12-17T15:30:00+00:00,FALSE,,51.339893,-0.259568,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-17T17:40:00+00:00,FALSE,,51.27043,-0.212205,Male,18-24,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-17T17:52:00+00:00,FALSE,,51.27043,-0.212205,Male,25-34,Asian/Asian British - Any other Asian background,Asian,,Controlled drugs,Community resolution,TRUE,
Person search,2020-12-17T18:02:00+00:00,FALSE,,51.457387,-0.478513,Male,over 34,Asian/Asian British - Any other Asian background,Asian,,Controlled drugs,A no further action disposal,TRUE,
Person search,2020-12-17T19:00:00+00:00,FALSE,,51.450557,-0.465715,Male,17-Oct,Other ethnic group - Not stated,,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-17T19:20:00+00:00,FALSE,,51.437071,-0.490899,Male,25-34,Black/African/Caribbean/Black British - African,Black,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-17T19:20:00+00:00,FALSE,,51.437071,-0.490899,Male,25-34,Other ethnic group - Not stated,Black,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-18T03:20:00+00:00,FALSE,,51.260926,-0.573897,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-18T03:20:00+00:00,FALSE,,51.260926,-0.573897,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-18T10:25:00+00:00,FALSE,,51.236311,-0.575145,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Stolen goods,A no further action disposal,FALSE,
Person search,2020-12-18T12:30:00+00:00,FALSE,,51.382572,-0.335709,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,TRUE,
Person search,2020-12-18T14:19:00+00:00,FALSE,,51.245719,-0.571659,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,A no further action disposal,FALSE,
Person search,2020-12-18T14:41:00+00:00,FALSE,,51.245719,-0.571659,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,A no further action disposal,FALSE,
Person search,2020-12-18T15:34:00+00:00,FALSE,,51.373317,-0.423343,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Community resolution,TRUE,
Person search,2020-12-18T15:34:00+00:00,FALSE,,51.373317,-0.423343,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,TRUE,
Person search,2020-12-18T15:34:00+00:00,FALSE,,51.373317,-0.423343,Female,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,White,,Controlled drugs,Arrest,TRUE,
Person search,2020-12-18T16:38:00+00:00,FALSE,,51.318527,-0.55591,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Anything to threaten or harm anyone,A no further action disposal,FALSE,
Person search,2020-12-18T16:45:00+00:00,FALSE,,51.318566,-0.556928,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Anything to threaten or harm anyone,A no further action disposal,FALSE,
Person search,2020-12-18T16:58:00+00:00,FALSE,,51.318566,-0.556928,Male,17-Oct,Other ethnic group - Not stated,Other,,Anything to threaten or harm anyone,A no further action disposal,FALSE,
Person search,2020-12-18T17:05:00+00:00,FALSE,,51.317619,-0.554475,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Anything to threaten or harm anyone,Community resolution,TRUE,
Person search,2020-12-18T17:10:00+00:00,FALSE,,51.318566,-0.556928,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,,Anything to threaten or harm anyone,Community resolution,TRUE,
Person search,2020-12-18T17:11:00+00:00,FALSE,,51.172994,-0.164691,Male,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-18T17:13:00+00:00,FALSE,,51.172994,-0.164691,Female,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-18T17:13:00+00:00,FALSE,,51.172593,-0.164306,Male,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-18T17:14:00+00:00,FALSE,,51.318566,-0.556928,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-18T17:16:00+00:00,FALSE,,51.172994,-0.164691,Male,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-18T17:17:00+00:00,FALSE,,51.172994,-0.164691,Female,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-18T18:00:00+00:00,FALSE,,51.318566,-0.556928,Male,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-18T18:36:00+00:00,FALSE,,51.31482,-0.743797,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Community resolution,TRUE,
Person search,2020-12-18T19:14:00+00:00,FALSE,,51.318566,-0.556928,Female,18-24,Asian/Asian British - Pakistani,Asian,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-18T19:29:00+00:00,FALSE,,51.317401,-0.557237,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Anything to threaten or harm anyone,A no further action disposal,FALSE,
Person search,2020-12-18T19:42:00+00:00,FALSE,,51.318566,-0.556928,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Anything to threaten or harm anyone,A no further action disposal,FALSE,
Person search,2020-12-18T19:45:00+00:00,FALSE,,51.318566,-0.556928,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Community resolution,TRUE,
Person search,2020-12-18T20:10:00+00:00,FALSE,,51.317401,-0.557237,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,,Anything to threaten or harm anyone,A no further action disposal,FALSE,
Person search,2020-12-18T22:05:00+00:00,FALSE,,51.234465,-0.325675,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,,Offensive weapons,A no further action disposal,FALSE,
Person search,2020-12-18T22:30:00+00:00,FALSE,,51.372299,-0.48734,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Stolen goods,Summons / charged by post,TRUE,
Person search,2020-12-19T00:56:00+00:00,FALSE,,51.31482,-0.743797,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Arrest,TRUE,
Person search,2020-12-19T05:52:00+00:00,FALSE,,51.236849,-0.323267,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-19T14:45:00+00:00,FALSE,,51.323091,-0.199839,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Stolen goods,A no further action disposal,FALSE,
Person search,2020-12-19T15:18:00+00:00,FALSE,,51.323091,-0.199839,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Stolen goods,A no further action disposal,FALSE,
Person search,2020-12-19T15:34:00+00:00,FALSE,,51.248918,-0.589987,Male,18-24,Mixed/Multiple ethnic groups - White and Asian,Asian,,Controlled drugs,Community resolution,FALSE,
Person search,2020-12-19T15:41:00+00:00,FALSE,,51.248918,-0.589987,Male,25-34,Asian/Asian British - Any other Asian background,Asian,,Controlled drugs,Community resolution,TRUE,
Person search,2020-12-19T15:49:00+00:00,FALSE,,51.248918,-0.589987,Male,18-24,Asian/Asian British - Any other Asian background,Asian,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-19T18:24:00+00:00,FALSE,,51.238519,-0.168832,Male,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Arrest,TRUE,
Person search,2020-12-19T19:25:00+00:00,FALSE,,51.32129,-0.559067,Male,over 34,Other ethnic group - Not stated,White,,Controlled drugs,Arrest,TRUE,
Person search,2020-12-19T19:50:00+00:00,FALSE,,51.424681,-0.572804,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,A no further action disposal,FALSE,
Person search,2020-12-19T20:10:00+00:00,FALSE,,51.425441,-0.526681,Male,18-24,Mixed/Multiple ethnic groups - White and Black Caribbean,White,,Anything to threaten or harm anyone,Arrest,TRUE,
Person search,2020-12-19T20:43:00+00:00,FALSE,,51.2162,-0.174672,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Community resolution,TRUE,
Person search,2020-12-19T20:50:00+00:00,FALSE,,51.2162,-0.174672,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Community resolution,TRUE,
Person search,2020-12-19T22:00:00+00:00,FALSE,,51.444602,-0.530871,Male,25-34,Other ethnic group - Not stated,White,,Offensive weapons,A no further action disposal,TRUE,
Person search,2020-12-19T23:16:00+00:00,FALSE,,51.35505,-0.676663,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,A no further action disposal,FALSE,
Person search,2020-12-19T23:50:00+00:00,FALSE,,51.256345,-0.54509,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,A no further action disposal,FALSE,
Person search,2020-12-19T23:52:00+00:00,FALSE,,51.256345,-0.54509,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,A no further action disposal,FALSE,
Person search,2020-12-20T03:12:00+00:00,FALSE,,51.427443,-0.479277,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Arrest,TRUE,
Person search,2020-12-20T13:20:00+00:00,FALSE,,51.358422,-0.697535,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Offensive weapons,Community resolution,TRUE,
Person search,2020-12-20T13:20:00+00:00,FALSE,,51.358422,-0.697535,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Offensive weapons,Community resolution,TRUE,
Person search,2020-12-20T20:20:00+00:00,FALSE,,51.370229,-0.48998,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-20T20:20:00+00:00,FALSE,,51.370229,-0.48998,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-20T20:20:00+00:00,FALSE,,51.368991,-0.490251,Male,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Khat or Cannabis warning,FALSE,
Person search,2020-12-20T20:26:00+00:00,FALSE,,51.322188,-0.724939,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Community resolution,TRUE,
Person search,2020-12-20T20:30:00+00:00,FALSE,,51.368991,-0.490251,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-20T23:28:00+00:00,FALSE,,51.315451,-0.733075,Male,25-34,White - Any other White background,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-20T23:40:00+00:00,FALSE,,51.32129,-0.559067,Male,18-24,Other ethnic group - Not stated,Asian,,Controlled drugs,Community resolution,TRUE,
Person search,2020-12-21T00:00:00+00:00,FALSE,,51.321492,-0.560854,Male,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,TRUE,
Person search,2020-12-21T00:30:00+00:00,FALSE,,51.306383,-0.21989,Female,over 34,Asian/Asian British - Any other Asian background,Asian,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-21T00:30:00+00:00,FALSE,,51.306383,-0.21989,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-21T01:00:00+00:00,FALSE,,51.326094,-0.730213,Male,18-24,Mixed/Multiple ethnic groups - White and Black Caribbean,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-21T01:07:00+00:00,FALSE,,51.326094,-0.730213,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Anything to threaten or harm anyone,Summons / charged by post,TRUE,
Person search,2020-12-21T01:52:00+00:00,FALSE,,51.431203,-0.538047,Male,18-24,Asian/Asian British - Indian,Asian,,Controlled drugs,Community resolution,TRUE,
Person and Vehicle search,2020-12-21T03:30:00+00:00,FALSE,,51.220443,-0.58364,Male,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,White,,Anything to threaten or harm anyone,A no further action disposal,,
Person search,2020-12-21T19:10:00+00:00,FALSE,,51.39818,-0.457736,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,A no further action disposal,FALSE,
Person search,2020-12-21T19:33:00+00:00,FALSE,,51.282516,-0.075997,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Community resolution,FALSE,
Person search,2020-12-21T19:45:00+00:00,FALSE,,51.257546,-0.004806,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-21T20:00:00+00:00,FALSE,,51.179178,-0.02745,Male,18-24,Other ethnic group - Not stated,White,,Articles for use in criminal damage,A no further action disposal,FALSE,
Person search,2020-12-21T20:00:00+00:00,FALSE,,51.179178,-0.02745,Male,17-Oct,Other ethnic group - Not stated,White,,Articles for use in criminal damage,A no further action disposal,FALSE,
Person search,2020-12-21T20:34:00+00:00,FALSE,,51.273336,-0.249741,Male,18-24,Asian/Asian British - Any other Asian background,Asian,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-21T21:27:00+00:00,FALSE,,51.39604,-0.383678,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Community resolution,FALSE,
Person search,2020-12-21T21:27:00+00:00,FALSE,,51.39604,-0.383678,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Community resolution,FALSE,
Person search,2020-12-21T21:27:00+00:00,FALSE,,51.3704,-0.361494,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-21T21:39:00+00:00,FALSE,,51.394895,-0.363407,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-21T22:18:00+00:00,FALSE,,51.3704,-0.361494,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-21T22:39:00+00:00,FALSE,,51.402786,-0.36442,Female,17-Oct,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,,Anything to threaten or harm anyone,A no further action disposal,FALSE,
Person search,2020-12-21T22:40:00+00:00,FALSE,,51.402786,-0.36442,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-22T01:44:00+00:00,FALSE,,51.388854,-0.245451,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Vehicle search,2020-12-22T02:35:00+00:00,FALSE,,51.40544,-0.575948,,,Other ethnic group - Not stated,,,Stolen goods,A no further action disposal,FALSE,
Person search,2020-12-22T09:00:00+00:00,FALSE,,51.309766,-0.407975,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,White,,Offensive weapons,A no further action disposal,FALSE,
Person search,2020-12-22T15:25:00+00:00,FALSE,,51.317619,-0.554475,Male,25-34,White - Any other White background,White,,Anything to threaten or harm anyone,Arrest,TRUE,
Person search,2020-12-22T17:00:00+00:00,FALSE,,51.404112,-0.477492,Male,25-34,Other ethnic group - Not stated,,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-22T19:00:00+00:00,FALSE,,51.35007,-0.266061,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Arrest,TRUE,
Person search,2020-12-22T20:28:00+00:00,FALSE,,51.243503,-0.307552,Female,18-24,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,,Anything to threaten or harm anyone,A no further action disposal,FALSE,
Person search,2020-12-22T20:35:00+00:00,FALSE,,51.243503,-0.307552,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Anything to threaten or harm anyone,A no further action disposal,FALSE,
Person search,2020-12-22T20:40:00+00:00,FALSE,,51.243503,-0.307552,Female,18-24,Other ethnic group - Not stated,Other,,Anything to threaten or harm anyone,Community resolution,TRUE,
Person search,2020-12-22T21:01:00+00:00,FALSE,,51.243503,-0.307552,Female,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,White,,Anything to threaten or harm anyone,A no further action disposal,FALSE,
Person search,2020-12-23T00:53:00+00:00,FALSE,,51.423027,-0.477799,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-23T01:01:00+00:00,FALSE,,51.423027,-0.477799,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Arrest,FALSE,
Person search,2020-12-23T04:15:00+00:00,FALSE,,51.337291,-0.470016,Female,18-24,Other ethnic group - Not stated,Black,,Articles for use in criminal damage,Arrest,FALSE,
Person search,2020-12-23T15:03:00+00:00,FALSE,,51.352901,-0.672747,Male,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-23T19:38:00+00:00,FALSE,,51.33826,-0.505359,Male,17-Oct,Other ethnic group - Not stated,White,,Offensive weapons,A no further action disposal,FALSE,
Person search,2020-12-23T21:00:00+00:00,FALSE,,51.40896,-0.401254,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-23T21:00:00+00:00,FALSE,,51.40896,-0.401254,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Arrest,FALSE,
Person search,2020-12-23T21:40:00+00:00,FALSE,,51.202223,-0.164818,Male,25-34,Other ethnic group - Not stated,White,,Controlled drugs,Arrest,FALSE,
Person search,2020-12-24T16:05:00+00:00,FALSE,,51.236198,-0.728521,Male,17-Oct,Other ethnic group - Not stated,White,,Offensive weapons,A no further action disposal,FALSE,
Person search,2020-12-24T16:05:00+00:00,FALSE,,51.236198,-0.728521,Male,17-Oct,Other ethnic group - Not stated,White,,Offensive weapons,A no further action disposal,FALSE,
Person search,2020-12-24T16:05:00+00:00,FALSE,,51.236198,-0.728521,Male,17-Oct,Other ethnic group - Not stated,White,,Offensive weapons,A no further action disposal,FALSE,
Person search,2020-12-24T16:05:00+00:00,FALSE,,51.236198,-0.728521,Male,17-Oct,Other ethnic group - Not stated,White,,Offensive weapons,A no further action disposal,FALSE,
Person search,2020-12-24T16:15:00+00:00,FALSE,,51.239166,-0.73023,Male,18-24,Other ethnic group - Not stated,White,,Offensive weapons,A no further action disposal,FALSE,
Person search,2020-12-24T16:20:00+00:00,FALSE,,51.236198,-0.728521,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Offensive weapons,Community resolution,FALSE,
Person search,2020-12-24T18:57:00+00:00,FALSE,,51.370655,-0.48886,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Arrest,TRUE,
Person search,2020-12-24T23:34:00+00:00,FALSE,,51.215666,-0.168164,Male,over 34,Other ethnic group - Not stated,Black,,Controlled drugs,A no further action disposal,FALSE,
Person and Vehicle search,2020-12-24T23:40:00+00:00,FALSE,,51.3704,-0.361494,Male,18-24,Other ethnic group - Not stated,Black,,Anything to threaten or harm anyone,A no further action disposal,,
Person search,2020-12-24T23:45:00+00:00,FALSE,,51.215822,-0.170033,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,,,Anything to threaten or harm anyone,A no further action disposal,FALSE,
Person search,2020-12-24T23:49:00+00:00,FALSE,,51.430039,-0.547104,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,A no further action disposal,FALSE,
Person search,2020-12-25T01:00:00+00:00,FALSE,,51.187043,-0.610492,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Community resolution,TRUE,
Person search,2020-12-25T01:05:00+00:00,FALSE,,51.400134,-0.460043,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-25T01:05:00+00:00,FALSE,,51.405959,-0.40872,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-25T01:07:00+00:00,FALSE,,51.341353,-0.717775,Male,18-24,Asian/Asian British - Any other Asian background,Asian,,Controlled drugs,Arrest,TRUE,
Person search,2020-12-25T02:23:00+00:00,FALSE,,51.3674,-0.496567,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-25T02:35:00+00:00,FALSE,,51.375482,-0.506216,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-25T17:54:00+00:00,FALSE,,51.320253,-0.211245,Male,25-34,Other ethnic group - Not stated,White,,Article for use in theft,A no further action disposal,TRUE,
Person search,2020-12-25T18:30:00+00:00,FALSE,,51.256421,-0.066883,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Community resolution,TRUE,
Person and Vehicle search,2020-12-25T19:00:00+00:00,FALSE,,51.312776,-0.216888,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Anything to threaten or harm anyone,A no further action disposal,,
Person search,2020-12-26T00:40:00+00:00,FALSE,,51.434371,-0.506123,Male,18-24,Other ethnic group - Not stated,White,,Article for use in theft,A no further action disposal,FALSE,
Person search,2020-12-26T00:46:00+00:00,FALSE,,51.434371,-0.506123,Male,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,A no further action disposal,FALSE,
Person search,2020-12-26T14:10:00+00:00,FALSE,,51.389865,-0.643379,Female,18-24,Black/African/Caribbean/Black British - African,Black,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-26T14:10:00+00:00,FALSE,,51.390101,-0.637407,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Anything to threaten or harm anyone,Arrest,TRUE,
Person search,2020-12-26T14:23:00+00:00,FALSE,,51.386005,-0.646324,Female,18-24,White - Any other White background,White,,Anything to threaten or harm anyone,A no further action disposal,FALSE,
Person search,2020-12-26T14:35:00+00:00,FALSE,,51.312393,-0.606307,Male,over 34,Other ethnic group - Not stated,White,,Anything to threaten or harm anyone,A no further action disposal,FALSE,
Person search,2020-12-26T21:25:00+00:00,FALSE,,51.24737,-0.586896,Male,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,Khat or Cannabis warning,FALSE,
Person search,2020-12-26T22:30:00+00:00,FALSE,,51.217917,-0.173516,Male,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,White,,Offensive weapons,A no further action disposal,FALSE,
Person search,2020-12-26T22:35:00+00:00,FALSE,,51.217917,-0.173516,Male,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,White,,Offensive weapons,A no further action disposal,FALSE,
Vehicle search,2020-12-27T12:20:00+00:00,FALSE,,51.172732,-0.640791,,,Other ethnic group - Not stated,,,Offensive weapons,A no further action disposal,FALSE,
